x,y,z
3.970670938491821289e+00,-1.270128822326660156e+01,-4.781496524810791016e+00
3.970670938491821289e+00,-1.263356208801269531e+01,-4.828017711639404297e+00
3.970670938491821289e+00,-1.255130958557128906e+01,-4.841336727142333984e+00
3.970670938491821289e+00,-1.246205043792724609e+01,-4.836291790008544922e+00
3.970670938491821289e+00,-1.230486488342285156e+01,-4.874103546142578125e+00
3.970670938491821289e+00,-1.222074222564697266e+01,-4.876826286315917969e+00
3.970670938491821289e+00,-1.213941192626953125e+01,-4.885475635528564453e+00
3.970670938491821289e+00,-1.206651306152343750e+01,-4.917461872100830078e+00
3.970670938491821289e+00,-1.198030662536621094e+01,-4.909206390380859375e+00
3.970670938491821289e+00,-1.182511711120605469e+01,-4.941403865814208984e+00
3.970670938491821289e+00,-1.174754714965820312e+01,-4.956622600555419922e+00
3.970670938491821289e+00,-1.166385078430175781e+01,-4.948725223541259766e+00
3.970670938491821289e+00,-1.150559902191162109e+01,-4.960988521575927734e+00
3.970670938491821289e+00,-1.143011569976806641e+01,-4.980588912963867188e+00
3.970670938491821289e+00,-1.134382820129394531e+01,-4.951281070709228516e+00
3.970670938491821289e+00,-1.127256870269775391e+01,-4.988831996917724609e+00
3.970670938491821289e+00,-1.111402034759521484e+01,-4.984939575195312500e+00
3.970670938491821289e+00,-1.103792095184326172e+01,-4.998175144195556641e+00
3.970670938491821289e+00,-1.096212482452392578e+01,-5.013414859771728516e+00
3.970670938491821289e+00,-1.081246376037597656e+01,-5.060818672180175781e+00
3.970670938491821289e+00,-1.073387813568115234e+01,-5.056973457336425781e+00
3.970670938491821289e+00,-1.065737915039062500e+01,-5.069833755493164062e+00
3.970670938491821289e+00,-1.058027744293212891e+01,-5.077490329742431641e+00
3.970670938491821289e+00,-1.050525283813476562e+01,-5.111078739166259766e+00
3.970670938491821289e+00,-1.042722225189208984e+01,-5.110528469085693359e+00
3.970670938491821289e+00,-1.034707355499267578e+01,-5.069367885589599609e+00
3.970670938491821289e+00,-1.027177047729492188e+01,-5.114021778106689453e+00
3.970670938491821289e+00,-1.019394969940185547e+01,-5.110386371612548828e+00
3.970670938491821289e+00,-1.011596393585205078e+01,-5.089777469635009766e+00
3.970670938491821289e+00,-1.003879165649414062e+01,-5.112584114074707031e+00
3.970670938491821289e+00,-9.961232185363769531e+00,-5.108788490295410156e+00
3.970670938491821289e+00,-9.805912971496582031e+00,-5.114818096160888672e+00
3.970670938491821289e+00,-9.728285789489746094e+00,-5.112727642059326172e+00
3.970670938491821289e+00,-9.649068832397460938e+00,-5.138610839843750000e+00
3.970670938491821289e+00,-9.571002006530761719e+00,-5.136600494384765625e+00
3.970670938491821289e+00,-9.416216850280761719e+00,-5.115178108215332031e+00
3.970670938491821289e+00,-9.335528373718261719e+00,-5.137049198150634766e+00
3.970670938491821289e+00,-9.257722854614257812e+00,-5.128126621246337891e+00
3.970670938491821289e+00,-9.179910659790039062e+00,-5.119203090667724609e+00
3.970670938491821289e+00,-9.018604278564453125e+00,-5.137067794799804688e+00
3.970670938491821289e+00,-8.939980506896972656e+00,-5.129289150238037109e+00
3.970670938491821289e+00,-8.855796813964843750e+00,-5.151425361633300781e+00
3.970670938491821289e+00,-8.780179977416992188e+00,-5.124650955200195312e+00
3.970670938491821289e+00,-8.607947349548339844e+00,-5.170589447021484375e+00
3.970670938491821289e+00,-8.523823738098144531e+00,-5.178360462188720703e+00
3.970670938491821289e+00,-8.455594062805175781e+00,-5.118754863739013672e+00
3.970670938491821289e+00,-8.368800163269042969e+00,-5.134890079498291016e+00
3.970670938491821289e+00,-8.280585289001464844e+00,-5.152725219726562500e+00
3.970670938491821289e+00,-8.105121612548828125e+00,-5.174618244171142578e+00
3.970670938491821289e+00,-8.028032302856445312e+00,-5.147136211395263672e+00
3.970670938491821289e+00,-7.941320896148681641e+00,-5.149400711059570312e+00
3.970670938491821289e+00,-7.869778156280517578e+00,-5.104823589324951172e+00
3.970670938491821289e+00,-7.756804466247558594e+00,-5.178742885589599609e+00
3.970670938491821289e+00,-7.686113834381103516e+00,-5.130026817321777344e+00
3.970670938491821289e+00,-7.596072673797607422e+00,-5.133448123931884766e+00
3.970670938491821289e+00,-7.490771293640136719e+00,-5.173012256622314453e+00
3.970670938491821289e+00,-7.300712108612060547e+00,-5.189418792724609375e+00
3.970670938491821289e+00,-7.217640876770019531e+00,-5.166341304779052734e+00
3.970670938491821289e+00,-7.112725734710693359e+00,-5.190573692321777344e+00
3.970670938491821289e+00,-7.008612632751464844e+00,-5.209288597106933594e+00
3.970670938491821289e+00,-6.817575454711914062e+00,-5.202144145965576172e+00
3.970670938491821289e+00,-6.675979137420654297e+00,-5.284737110137939453e+00
3.970670938491821289e+00,-6.599558830261230469e+00,-5.237422466278076172e+00
3.970670938491821289e+00,-6.462432384490966797e+00,-5.301290035247802734e+00
3.970670938491821289e+00,-6.376375198364257812e+00,-5.268420696258544922e+00
3.970670938491821289e+00,-6.240628242492675781e+00,-5.320536136627197266e+00
3.970670938491821289e+00,-6.127957820892333984e+00,-5.328517913818359375e+00
3.970670938491821289e+00,-6.001511096954345703e+00,-5.355894088745117188e+00
3.970670938491821289e+00,-5.891694545745849609e+00,-5.352759361267089844e+00
3.970670938491821289e+00,-5.765083312988281250e+00,-5.372988700866699219e+00
3.970670938491821289e+00,-5.649987697601318359e+00,-5.372094631195068359e+00
3.970670938491821289e+00,-5.545239448547363281e+00,-5.353309631347656250e+00
3.970670938491821289e+00,-5.417444705963134766e+00,-5.365463733673095703e+00
3.970670938491821289e+00,-5.266452312469482422e+00,-5.406270027160644531e+00
3.970670938491821289e+00,-5.147235393524169922e+00,-5.399079322814941406e+00
3.970670938491821289e+00,-5.054402828216552734e+00,-5.354470252990722656e+00
3.970670938491821289e+00,-4.936893463134765625e+00,-5.340714931488037109e+00
3.970670938491821289e+00,-4.810090541839599609e+00,-5.336161136627197266e+00
3.970670938491821289e+00,-4.670764923095703125e+00,-5.343939781188964844e+00
3.970670938491821289e+00,-4.576660156250000000e+00,-5.294274330139160156e+00
3.970670938491821289e+00,-4.401860237121582031e+00,-5.337414264678955078e+00
3.970670938491821289e+00,-4.322276115417480469e+00,-5.267283916473388672e+00
3.970670938491821289e+00,-4.192404270172119141e+00,-5.252676010131835938e+00
3.970670938491821289e+00,-4.073468208312988281e+00,-5.223513126373291016e+00
3.970670938491821289e+00,-3.901335239410400391e+00,-5.248109817504882812e+00
3.970670938491821289e+00,-3.808448791503906250e+00,-5.186639308929443359e+00
3.970670938491821289e+00,-3.674087047576904297e+00,-5.165915012359619141e+00
4.005671024322509766e+00,-1.505945968627929688e+01,-3.899461507797241211e+00
4.070671081542968750e+00,-1.497721099853515625e+01,-3.941881895065307617e+00
4.090671062469482422e+00,-1.472060012817382812e+01,-4.052429676055908203e+00
4.090671062469482422e+00,-1.464633560180664062e+01,-4.099734783172607422e+00
4.070671081542968750e+00,-1.452973175048828125e+01,-4.097379684448242188e+00
4.070671081542968750e+00,-1.441718673706054688e+01,-4.096860885620117188e+00
4.090671062469482422e+00,-1.435048389434814453e+01,-4.149446010589599609e+00
4.090671062469482422e+00,-1.427540111541748047e+01,-4.191479682922363281e+00
4.070671081542968750e+00,-1.415609645843505859e+01,-4.176170349121093750e+00
4.090671062469482422e+00,-1.401478099822998047e+01,-4.266446590423583984e+00
4.090671062469482422e+00,-1.391984748840332031e+01,-4.277523994445800781e+00
4.005671024322509766e+00,-1.381937789916992188e+01,-4.278715133666992188e+00
4.090671062469482422e+00,-1.374339962005615234e+01,-4.313228130340576172e+00
4.070671081542968750e+00,-1.367127323150634766e+01,-4.352881908416748047e+00
4.090671062469482422e+00,-1.357768440246582031e+01,-4.359111309051513672e+00
4.090671062469482422e+00,-1.353382682800292969e+01,-4.442058086395263672e+00
4.090671062469482422e+00,-1.346685409545898438e+01,-4.489547729492187500e+00
4.090671062469482422e+00,-1.333351039886474609e+01,-4.586422443389892578e+00
4.090671062469482422e+00,-1.324002170562744141e+01,-4.587896823883056641e+00
4.090671062469482422e+00,-1.315608978271484375e+01,-4.604529380798339844e+00
4.090671062469482422e+00,-1.301257705688476562e+01,-4.680897712707519531e+00
4.090671062469482422e+00,-1.293859577178955078e+01,-4.714692592620849609e+00
4.090671062469482422e+00,-1.285654258728027344e+01,-4.731677055358886719e+00
4.090671062469482422e+00,-1.278888702392578125e+01,-4.778121948242187500e+00
4.090671062469482422e+00,-1.271616554260253906e+01,-4.814220428466796875e+00
4.090671062469482422e+00,-1.262718772888183594e+01,-4.813522338867187500e+00
4.090671062469482422e+00,-1.255040168762207031e+01,-4.839199066162109375e+00
4.090671062469482422e+00,-1.246740245819091797e+01,-4.849328041076660156e+00
4.090671062469482422e+00,-1.231081485748291016e+01,-4.889681816101074219e+00
4.090671062469482422e+00,-1.224331665039062500e+01,-4.938193321228027344e+00
4.090671062469482422e+00,-1.215084457397460938e+01,-4.917781829833984375e+00
4.090671062469482422e+00,-1.206564235687255859e+01,-4.914899349212646484e+00
4.090671062469482422e+00,-1.190968704223632812e+01,-4.947937488555908203e+00
4.090671062469482422e+00,-1.183364677429199219e+01,-4.969917297363281250e+00
4.090671062469482422e+00,-1.175049209594726562e+01,-4.966930389404296875e+00
4.090671062469482422e+00,-1.166740703582763672e+01,-4.961781501770019531e+00
4.090671062469482422e+00,-1.150746726989746094e+01,-4.968581676483154297e+00
4.090671062469482422e+00,-1.142169857025146484e+01,-4.944447517395019531e+00
4.070671081542968750e+00,-1.134909343719482422e+01,-4.975226879119873047e+00
4.005671024322509766e+00,-1.120164394378662109e+01,-5.031006813049316406e+00
4.070671081542968750e+00,-1.111357212066650391e+01,-4.982467174530029297e+00
4.005671024322509766e+00,-1.104296875000000000e+01,-5.028123378753662109e+00
4.090671062469482422e+00,-1.096176719665527344e+01,-5.011121273040771484e+00
4.090671062469482422e+00,-1.081045627593994141e+01,-5.045442581176757812e+00
4.090671062469482422e+00,-1.072992420196533203e+01,-5.023479461669921875e+00
4.090671062469482422e+00,-1.065691852569580078e+01,-5.065468788146972656e+00
4.090671062469482422e+00,-1.050150871276855469e+01,-5.064605236053466797e+00
4.005671024322509766e+00,-1.050574779510498047e+01,-5.117221832275390625e+00
4.090671062469482422e+00,-1.042258834838867188e+01,-5.042523860931396484e+00
4.070671081542968750e+00,-1.034801197052001953e+01,-5.086217403411865234e+00
4.090671062469482422e+00,-1.026991558074951172e+01,-5.071201324462890625e+00
4.090671062469482422e+00,-1.011653137207031250e+01,-5.120361804962158203e+00
4.005671024322509766e+00,-1.011582946777343750e+01,-5.082571983337402344e+00
4.090671062469482422e+00,-1.003892993927001953e+01,-5.134872913360595703e+00
4.005671024322509766e+00,-9.961363792419433594e+00,-5.087375164031982422e+00
4.090671062469482422e+00,-9.805980682373046875e+00,-5.112635135650634766e+00
4.005671024322509766e+00,-9.727871894836425781e+00,-5.122289657592773438e+00
4.090671062469482422e+00,-9.650608062744140625e+00,-5.110983848571777344e+00
4.070671081542968750e+00,-9.571228981018066406e+00,-5.133261203765869141e+00
4.090671062469482422e+00,-9.414874076843261719e+00,-5.129608154296875000e+00
4.090671062469482422e+00,-9.337222099304199219e+00,-5.121005058288574219e+00
4.090671062469482422e+00,-9.257236480712890625e+00,-5.132248401641845703e+00
4.090671062469482422e+00,-9.179409027099609375e+00,-5.123044013977050781e+00
4.090671062469482422e+00,-9.096756935119628906e+00,-5.147368431091308594e+00
4.090671062469482422e+00,-8.944289207458496094e+00,-5.103721141815185547e+00
4.090671062469482422e+00,-8.861301422119140625e+00,-5.121063709259033203e+00
4.090671062469482422e+00,-8.773138046264648438e+00,-5.160933017730712891e+00
4.090671062469482422e+00,-8.613801956176757812e+00,-5.143964290618896484e+00
4.090671062469482422e+00,-8.533420562744140625e+00,-5.137153625488281250e+00
4.090671062469482422e+00,-8.444999694824218750e+00,-5.161827564239501953e+00
4.090671062469482422e+00,-8.361126899719238281e+00,-5.164503574371337891e+00
4.090671062469482422e+00,-8.200756072998046875e+00,-5.137568473815917969e+00
4.090671062469482422e+00,-8.107415199279785156e+00,-5.166948318481445312e+00
4.090671062469482422e+00,-8.031499862670898438e+00,-5.136045932769775391e+00
4.090671062469482422e+00,-7.941172599792480469e+00,-5.149854183197021484e+00
4.090671062469482422e+00,-7.857891082763671875e+00,-5.139782428741455078e+00
4.090671062469482422e+00,-7.776325225830078125e+00,-5.123582839965820312e+00
4.090671062469482422e+00,-7.686820983886718750e+00,-5.128105163574218750e+00
4.090671062469482422e+00,-7.576921463012695312e+00,-5.183586120605468750e+00
4.090671062469482422e+00,-7.400274276733398438e+00,-5.171599864959716797e+00
4.005671024322509766e+00,-7.302721023559570312e+00,-5.184693813323974609e+00
4.090671062469482422e+00,-7.299659252166748047e+00,-5.191895484924316406e+00
4.090671062469482422e+00,-7.005093574523925781e+00,-5.216780185699462891e+00
4.005671024322509766e+00,-7.017677307128906250e+00,-5.189987659454345703e+00
4.005671024322509766e+00,-6.921713829040527344e+00,-5.189026832580566406e+00
4.090671062469482422e+00,-6.882748603820800781e+00,-5.269393920898437500e+00
4.090671062469482422e+00,-6.668656349182128906e+00,-5.298933982849121094e+00
4.090671062469482422e+00,-6.566665172576904297e+00,-5.299306869506835938e+00
4.090671062469482422e+00,-6.468379497528076172e+00,-5.290428161621093750e+00
4.005671024322509766e+00,-6.367029190063476562e+00,-5.285000801086425781e+00
4.090671062469482422e+00,-6.226102828979492188e+00,-5.345575809478759766e+00
4.090671062469482422e+00,-6.123027801513671875e+00,-5.336779117584228516e+00
4.005671024322509766e+00,-6.013294219970703125e+00,-5.336692333221435547e+00
4.090671062469482422e+00,-5.881359577178955078e+00,-5.369143486022949219e+00
4.090671062469482422e+00,-5.749743461608886719e+00,-5.396652698516845703e+00
4.070671081542968750e+00,-5.649269104003906250e+00,-5.373174190521240234e+00
4.090671062469482422e+00,-5.523335933685302734e+00,-5.385334968566894531e+00
4.090671062469482422e+00,-5.394523620605468750e+00,-5.398103237152099609e+00
4.005671024322509766e+00,-5.268730640411376953e+00,-5.403110027313232422e+00
4.090671062469482422e+00,-5.152308464050292969e+00,-5.392222881317138672e+00
4.090671062469482422e+00,-5.026662826538085938e+00,-5.391010284423828125e+00
4.090671062469482422e+00,-4.936023235321044922e+00,-5.341832160949707031e+00
4.070671081542968750e+00,-4.783647060394287109e+00,-5.369260311126708984e+00
4.090671062469482422e+00,-4.673680305480957031e+00,-5.340382099151611328e+00
4.090671062469482422e+00,-4.530228137969970703e+00,-5.349533081054687500e+00
4.090671062469482422e+00,-4.421180248260498047e+00,-5.314990997314453125e+00
4.090671062469482422e+00,-4.304805755615234375e+00,-5.287061214447021484e+00
4.090671062469482422e+00,-4.170869350433349609e+00,-5.276454448699951172e+00
4.090671062469482422e+00,-4.046624660491943359e+00,-5.252426147460937500e+00
4.005671024322509766e+00,-3.951318264007568359e+00,-5.195590019226074219e+00
4.090671062469482422e+00,-3.773838996887207031e+00,-5.222116470336914062e+00
4.070671081542968750e+00,-3.659816741943359375e+00,-5.180185317993164062e+00
4.090671062469482422e+00,-1.500186920166015625e+01,-3.967158555984497070e+00
4.090671062469482422e+00,-1.491974639892578125e+01,-4.009372234344482422e+00
4.090671062469482422e+00,-1.484629058837890625e+01,-4.059977531433105469e+00
4.090671062469482422e+00,-1.386146926879882812e+01,-4.338652133941650391e+00
4.070671081542968750e+00,-1.299864387512207031e+01,-4.653884887695312500e+00
4.090671062469482422e+00,-1.126756572723388672e+01,-4.964659214019775391e+00
4.090671062469482422e+00,-1.103441810607910156e+01,-4.977388858795166016e+00
4.070671081542968750e+00,-1.027124977111816406e+01,-5.102005481719970703e+00
4.070671081542968750e+00,-1.003855228424072266e+01,-5.073851585388183594e+00
4.090671062469482422e+00,-9.961281776428222656e+00,-5.100653171539306641e+00
4.090671062469482422e+00,-9.884178161621093750e+00,-5.082151412963867188e+00
4.090671062469482422e+00,-9.729956626892089844e+00,-5.074156284332275391e+00
4.070671081542968750e+00,-7.379481792449951172e+00,-5.222239017486572266e+00
4.090671062469482422e+00,-7.188574314117431641e+00,-5.232430934906005859e+00
4.070671081542968750e+00,-6.900585174560546875e+00,-5.232605934143066406e+00
4.090671062469482422e+00,-6.775444984436035156e+00,-5.286367893218994141e+00
4.090671062469482422e+00,-6.354042053222656250e+00,-5.308041095733642578e+00
4.090671062469482422e+00,-5.989811420440673828e+00,-5.374960422515869141e+00
4.070671081542968750e+00,-5.743295192718505859e+00,-5.406599998474121094e+00
4.070671081542968750e+00,-5.385228157043457031e+00,-5.411339759826660156e+00
4.090671062469482422e+00,-5.285852432250976562e+00,-5.379358768463134766e+00
4.070671081542968750e+00,-5.131569862365722656e+00,-5.420253276824951172e+00
4.070671081542968750e+00,-3.922432422637939453e+00,-5.225942134857177734e+00
4.090671062469482422e+00,-1.510962104797363281e+01,-3.949622869491577148e+00
4.090671062469482422e+00,-1.454112529754638672e+01,-4.110603332519531250e+00
4.090671062469482422e+00,-1.442472648620605469e+01,-4.105832576751708984e+00
4.090671062469482422e+00,-1.410100364685058594e+01,-4.241948604583740234e+00
4.090671062469482422e+00,-1.370436668395996094e+01,-4.402575969696044922e+00
4.090671062469482422e+00,-1.135855388641357422e+01,-5.018249511718750000e+00
4.090671062469482422e+00,-1.111678886413574219e+01,-5.000208854675292969e+00
4.090671062469482422e+00,-1.035016345977783203e+01,-5.124831676483154297e+00
4.090671062469482422e+00,-9.573551177978515625e+00,-5.099179267883300781e+00
4.090671062469482422e+00,-9.025021553039550781e+00,-5.095890045166015625e+00
4.090671062469482422e+00,-7.108492851257324219e+00,-5.199884414672851562e+00
4.090671062469482422e+00,-5.628334045410156250e+00,-5.404610633850097656e+00
4.090671062469482422e+00,-4.816948413848876953e+00,-5.327577114105224609e+00
4.090671062469482422e+00,-3.894801616668701172e+00,-5.254974365234375000e+00
4.090671062469482422e+00,-3.638424396514892578e+00,-5.201577663421630859e+00
4.180670738220214844e+00,-1.512920570373535156e+01,-3.969207525253295898e+00
4.180670738220214844e+00,-1.504165840148925781e+01,-4.007944107055664062e+00
4.180670738220214844e+00,-1.489750099182128906e+01,-3.985998868942260742e+00
4.180670738220214844e+00,-1.472530937194824219e+01,-4.057628631591796875e+00
4.180670738220214844e+00,-1.462671279907226562e+01,-4.077520847320556641e+00
4.180670738220214844e+00,-1.453754615783691406e+01,-4.106449127197265625e+00
4.180670738220214844e+00,-1.445805168151855469e+01,-4.145493507385253906e+00
4.180670738220214844e+00,-1.438130855560302734e+01,-4.187065124511718750e+00
4.180670738220214844e+00,-1.428057289123535156e+01,-4.197952270507812500e+00
4.180670738220214844e+00,-1.412181186676025391e+01,-4.269358634948730469e+00
4.180670738220214844e+00,-1.404056930541992188e+01,-4.301301479339599609e+00
4.180670738220214844e+00,-1.393922805786132812e+01,-4.304408550262451172e+00
4.180670738220214844e+00,-1.387282657623291016e+01,-4.354825019836425781e+00
4.180670738220214844e+00,-1.377566051483154297e+01,-4.360396385192871094e+00
4.180670738220214844e+00,-1.371238231658935547e+01,-4.414612293243408203e+00
4.180670738220214844e+00,-1.364916706085205078e+01,-4.469382762908935547e+00
4.180670738220214844e+00,-1.354269027709960938e+01,-4.456109046936035156e+00
4.180670738220214844e+00,-1.346138381958007812e+01,-4.480633258819580078e+00
4.180670738220214844e+00,-1.330978298187255859e+01,-4.545519828796386719e+00
4.180670738220214844e+00,-1.325337791442871094e+01,-4.611590862274169922e+00
4.180670738220214844e+00,-1.316311836242675781e+01,-4.617366790771484375e+00
4.180670738220214844e+00,-1.300848674774169922e+01,-4.672967910766601562e+00
4.180670738220214844e+00,-1.294781589508056641e+01,-4.733125686645507812e+00
4.180670738220214844e+00,-1.286822795867919922e+01,-4.755777835845947266e+00
4.180670738220214844e+00,-1.279689216613769531e+01,-4.795166969299316406e+00
4.180670738220214844e+00,-1.271235370635986328e+01,-4.805835247039794922e+00
4.180670738220214844e+00,-1.262106704711914062e+01,-4.799605846405029297e+00
4.180670738220214844e+00,-1.253911972045898438e+01,-4.812661647796630859e+00
4.180670738220214844e+00,-1.245955944061279297e+01,-4.830225944519042969e+00
4.180670738220214844e+00,-1.231233787536621094e+01,-4.893667221069335938e+00
4.180670738220214844e+00,-1.222241401672363281e+01,-4.881371498107910156e+00
4.180670738220214844e+00,-1.215256023406982422e+01,-4.922629356384277344e+00
4.180670738220214844e+00,-1.206159305572509766e+01,-4.902990818023681641e+00
4.180670738220214844e+00,-1.191044139862060547e+01,-4.950348377227783203e+00
4.180670738220214844e+00,-1.181646728515625000e+01,-4.912487030029296875e+00
4.180670738220214844e+00,-1.174290180206298828e+01,-4.940363883972167969e+00
4.180670738220214844e+00,-1.166135025024414062e+01,-4.939544200897216797e+00
4.180670738220214844e+00,-1.151160335540771484e+01,-4.985398292541503906e+00
4.180670738220214844e+00,-1.142619895935058594e+01,-4.963770866394042969e+00
4.180670738220214844e+00,-1.135647964477539062e+01,-5.008814811706542969e+00
4.180670738220214844e+00,-1.126778221130371094e+01,-4.965706348419189453e+00
4.180670738220214844e+00,-1.119717884063720703e+01,-5.008004665374755859e+00
4.180670738220214844e+00,-1.111469554901123047e+01,-4.988664150238037109e+00
4.180670738220214844e+00,-1.104148197174072266e+01,-5.019300937652587891e+00
4.180670738220214844e+00,-1.096766281127929688e+01,-5.048951148986816406e+00
4.180670738220214844e+00,-1.081176948547363281e+01,-5.055501461029052734e+00
4.180670738220214844e+00,-1.072896099090576172e+01,-5.015318870544433594e+00
4.180670738220214844e+00,-1.065668106079101562e+01,-5.063222408294677734e+00
4.180670738220214844e+00,-1.050417041778564453e+01,-5.097648620605468750e+00
4.180670738220214844e+00,-1.042572784423828125e+01,-5.088601589202880859e+00
4.180670738220214844e+00,-1.034766483306884766e+01,-5.079990863800048828e+00
4.180670738220214844e+00,-1.026928138732910156e+01,-5.056569576263427734e+00
4.180670738220214844e+00,-1.011559391021728516e+01,-5.069844722747802734e+00
4.180670738220214844e+00,-1.003879547119140625e+01,-5.113266944885253906e+00
4.180670738220214844e+00,-9.961433410644531250e+00,-5.076128959655761719e+00
4.180670738220214844e+00,-9.883975982666015625e+00,-5.093048572540283203e+00
4.180670738220214844e+00,-9.805039405822753906e+00,-5.143085479736328125e+00
4.180670738220214844e+00,-9.727807044982910156e+00,-5.123778820037841797e+00
4.180670738220214844e+00,-9.648551940917968750e+00,-5.147889614105224609e+00
4.180670738220214844e+00,-9.572319030761718750e+00,-5.117261409759521484e+00
4.180670738220214844e+00,-9.413683891296386719e+00,-5.142402172088623047e+00
4.180670738220214844e+00,-9.336354255676269531e+00,-5.129221439361572266e+00
4.180670738220214844e+00,-9.256409645080566406e+00,-5.139253139495849609e+00
4.180670738220214844e+00,-9.177967071533203125e+00,-5.134088516235351562e+00
4.180670738220214844e+00,-9.021442413330078125e+00,-5.118853569030761719e+00
4.180670738220214844e+00,-8.940197944641113281e+00,-5.127995014190673828e+00
4.180670738220214844e+00,-8.851469993591308594e+00,-5.175293445587158203e+00
4.180670738220214844e+00,-8.776723861694335938e+00,-5.142461299896240234e+00
4.180670738220214844e+00,-8.615765571594238281e+00,-5.135037422180175781e+00
4.180670738220214844e+00,-8.532271385192871094e+00,-5.142087459564208984e+00
4.180670738220214844e+00,-8.446136474609375000e+00,-5.157204627990722656e+00
4.180670738220214844e+00,-8.370775222778320312e+00,-5.127267360687255859e+00
4.180670738220214844e+00,-8.281805038452148438e+00,-5.148244380950927734e+00
4.180670738220214844e+00,-8.100357055664062500e+00,-5.190543651580810547e+00
4.180670738220214844e+00,-8.018611907958984375e+00,-5.177263736724853516e+00
4.180670738220214844e+00,-7.944930076599121094e+00,-5.138338565826416016e+00
4.180670738220214844e+00,-7.856858253479003906e+00,-5.142820358276367188e+00
4.180670738220214844e+00,-7.763595581054687500e+00,-5.159553527832031250e+00
4.180670738220214844e+00,-7.659941196441650391e+00,-5.201173782348632812e+00
4.180670738220214844e+00,-7.579345703125000000e+00,-5.177239418029785156e+00
4.180670738220214844e+00,-7.477653503417968750e+00,-5.206120014190673828e+00
4.180670738220214844e+00,-7.388997077941894531e+00,-5.199063777923583984e+00
4.180670738220214844e+00,-7.288418292999267578e+00,-5.218337059020996094e+00
4.180670738220214844e+00,-7.204785346984863281e+00,-5.195570945739746094e+00
4.180670738220214844e+00,-7.090833187103271484e+00,-5.238726615905761719e+00
4.180670738220214844e+00,-6.991195678710937500e+00,-5.246372222900390625e+00
4.180670738220214844e+00,-6.884274482727050781e+00,-5.266246795654296875e+00
4.180670738220214844e+00,-6.786773681640625000e+00,-5.263720035552978516e+00
4.180670738220214844e+00,-6.685875892639160156e+00,-5.265548706054687500e+00
4.180670738220214844e+00,-6.546812057495117188e+00,-5.336657524108886719e+00
4.180670738220214844e+00,-6.447163581848144531e+00,-5.329179286956787109e+00
4.180670738220214844e+00,-6.327719211578369141e+00,-5.354737758636474609e+00
4.180670738220214844e+00,-6.212512016296386719e+00,-5.369004249572753906e+00
4.180670738220214844e+00,-6.101131916046142578e+00,-5.373470783233642578e+00
4.180670738220214844e+00,-6.007891654968261719e+00,-5.345496177673339844e+00
4.180670738220214844e+00,-5.859052181243896484e+00,-5.404506206512451172e+00
4.180670738220214844e+00,-5.744866847991943359e+00,-5.404175281524658203e+00
4.180670738220214844e+00,-5.629682064056396484e+00,-5.402586460113525391e+00
4.180670738220214844e+00,-5.521929740905761719e+00,-5.387390613555908203e+00
4.180670738220214844e+00,-5.391012668609619141e+00,-5.403102874755859375e+00
4.180670738220214844e+00,-5.268737792968750000e+00,-5.403100013732910156e+00
4.180670738220214844e+00,-5.139992713928222656e+00,-5.408868789672851562e+00
4.180670738220214844e+00,-5.025826930999755859e+00,-5.392111301422119141e+00
4.180670738220214844e+00,-4.903398990631103516e+00,-5.383719921112060547e+00
4.180670738220214844e+00,-4.783514499664306641e+00,-5.369425773620605469e+00
4.180670738220214844e+00,-4.668457031250000000e+00,-5.346756458282470703e+00
4.180670738220214844e+00,-4.511036872863769531e+00,-5.372372627258300781e+00
4.180670738220214844e+00,-4.414066314697265625e+00,-5.323247909545898438e+00
4.180670738220214844e+00,-4.308672904968261719e+00,-5.282683372497558594e+00
4.180670738220214844e+00,-4.181203365325927734e+00,-5.265044212341308594e+00
4.180670738220214844e+00,-4.032298564910888672e+00,-5.267857074737548828e+00
4.180670738220214844e+00,-3.904911994934082031e+00,-5.244351387023925781e+00
4.180670738220214844e+00,-3.770842075347900391e+00,-5.225188255310058594e+00
4.180670738220214844e+00,-3.658735275268554688e+00,-5.181266784667968750e+00
4.290670871734619141e+00,-1.511879920959472656e+01,-3.958801031112670898e+00
4.215671062469482422e+00,-1.501585769653320312e+01,-3.981496095657348633e+00
4.290670871734619141e+00,-1.492866706848144531e+01,-4.018746376037597656e+00
4.290670871734619141e+00,-1.481575298309326172e+01,-4.027084350585937500e+00
4.290670871734619141e+00,-1.473541259765625000e+01,-4.068784713745117188e+00
4.290670871734619141e+00,-1.464228725433349609e+01,-4.095151901245117188e+00
4.290670871734619141e+00,-1.457505512237548828e+01,-4.149983406066894531e+00
4.290670871734619141e+00,-1.449688148498535156e+01,-4.191704750061035156e+00
4.215671062469482422e+00,-1.437057876586914062e+01,-4.173970222473144531e+00
4.290670871734619141e+00,-1.422387886047363281e+01,-4.263199329376220703e+00
4.215671062469482422e+00,-1.411916065216064453e+01,-4.265866279602050781e+00
4.215671062469482422e+00,-1.403694438934326172e+01,-4.296403408050537109e+00
4.290670871734619141e+00,-1.390253734588623047e+01,-4.397132873535156250e+00
4.215671062469482422e+00,-1.388214874267578125e+01,-4.368099212646484375e+00
4.290670871734619141e+00,-1.377806758880615234e+01,-4.363916873931884766e+00
4.290670871734619141e+00,-1.373742866516113281e+01,-4.452223300933837891e+00
4.290670871734619141e+00,-1.365597534179687500e+01,-4.479886054992675781e+00
